chr,start,end,width,strand,L,area,beta,stat,pval,qval,index.start,index.end,index.width,mid,direction,is_sig
chr21,38763914,38764723,810,*,4,1.0495296652014194,-0.8042209478909296,-1.9314124907295147,0.22280040636960732,0.973418827475549,230765,230768,4,38764318,Hypo (ALS<Ctrl),FALSE
chr21,42155972,42156334,363,*,7,0.5522002721369597,0.685782229311034,1.9308113366538178,0.22295397627935548,0.973418827475549,269546,269552,7,42156153,Hyper (ALS>Ctrl),FALSE
chr21,32938176,32938333,158,*,4,0.3924805441715473,-1.0985284118456995,-1.9303923154215115,0.22308392004914238,0.973418827475549,169311,169314,4,32938254,Hypo (ALS<Ctrl),FALSE
chr21,38000200,38000545,346,*,11,1.0876539633943607,0.6500541542492212,1.9303525115734086,0.22308392004914238,0.973418827475549,223020,223030,11,38000372,Hyper (ALS>Ctrl),FALSE
chr21,31965137,31965486,350,*,7,0.6816194210107702,0.6703094089191911,1.929775326841681,0.2232315834239002,0.973418827475549,159089,159095,7,31965311,Hyper (ALS>Ctrl),FALSE
chr21,20203803,20204369,567,*,5,1.4807337147467334,-1.1683189011094897,-1.9297634468709792,0.2232315834239002,0.973418827475549,66564,66568,5,20204086,Hypo (ALS<Ctrl),FALSE
chr21,17873681,17873889,209,*,5,0.35677476182989537,0.43236870246690684,1.9295558523327088,0.22329064877380334,0.973418827475549,50503,50507,5,17873785,Hyper (ALS>Ctrl),FALSE
chr21,22560085,22560913,829,*,7,1.3267084152043662,-0.5991440155502047,-1.9291723674998968,0.22338515333364836,0.973418827475549,82050,82056,7,22560499,Hypo (ALS<Ctrl),FALSE
chr21,41452523,41452881,359,*,10,0.6905780908949546,0.4738612120356079,1.928993625062886,0.2234442186835515,0.973418827475549,259133,259142,10,41452702,Hyper (ALS>Ctrl),FALSE
chr21,33691970,33692141,172,*,3,0.2349285196866988,0.8406967000046974,1.9289855679017038,0.2234442186835515,0.973418827475549,176807,176809,3,33692055,Hyper (ALS>Ctrl),FALSE
chr21,24906472,24907363,892,*,9,1.3236772193002364,-0.3787976954002042,-1.9288271366196934,0.22350328403345462,0.973418827475549,98878,98886,9,24906917,Hypo (ALS<Ctrl),FALSE
chr21,19593437,19594297,861,*,12,3.581968874530014,0.5977886121276019,1.9287307062497359,0.22352100363842556,0.973418827475549,62313,62324,12,19593867,Hyper (ALS>Ctrl),FALSE
chr21,17140863,17144734,3872,*,27,6.977099727087813,-0.3858580137392514,-1.9283114216584434,0.22366276047819308,0.973418827475549,46520,46546,27,17142798,Hypo (ALS<Ctrl),FALSE
chr21,43684608,43685112,505,*,5,0.30191808338517534,0.7904580138390408,1.928208731466959,0.22369229315314465,0.973418827475549,286065,286069,5,43684860,Hyper (ALS>Ctrl),FALSE
chr21,17334599,17335042,444,*,4,0.49945898988125903,-0.8254741800399582,-1.927963122220725,0.22375135850304778,0.973418827475549,46680,46683,4,17334820,Hypo (ALS<Ctrl),FALSE
chr21,44575278,44575367,90,*,4,1.0661327298018084,-0.7455781195770076,-1.9275007255955912,0.22389311534281528,0.973418827475549,297281,297284,4,44575322,Hypo (ALS<Ctrl),FALSE
chr21,41371064,41371989,926,*,17,2.6116560881504234,-0.35173271170164633,-1.9274775264354163,0.2239049284127959,0.973418827475549,258219,258235,17,41371526,Hypo (ALS<Ctrl),FALSE
chr21,33629665,33630584,920,*,9,1.7694045650961319,0.5649290810847385,1.9274356573264522,0.22391083494778624,0.973418827475549,176013,176021,9,33630124,Hyper (ALS>Ctrl),FALSE
chr21,20702965,20703406,442,*,10,3.477738296943051,0.6706000537290722,1.9273510983157176,0.22392264801776685,0.973418827475549,70162,70171,10,20703185,Hyper (ALS>Ctrl),FALSE
chr21,25032628,25032721,94,*,3,0.8757021296063751,1.3891691204520091,1.9273031518900472,0.22392264801776685,0.973418827475549,99785,99787,3,25032674,Hyper (ALS>Ctrl),FALSE
chr21,38235137,38235634,498,*,5,0.7701579449921334,-0.7607311070956472,-1.9272482233188608,0.22393446108774748,0.973418827475549,224897,224901,5,38235385,Hypo (ALS<Ctrl),FALSE
chr21,19263043,19263376,334,*,4,0.4083295524326799,0.6443300486514023,1.9271280900336545,0.22396990029768937,0.973418827475549,60072,60075,4,19263209,Hyper (ALS>Ctrl),FALSE
chr21,31910638,31910678,41,*,3,0.5115907471720254,-0.7904336472516047,-1.9271190272411884,0.22398171336766998,0.973418827475549,158412,158414,3,31910658,Hypo (ALS<Ctrl),FALSE
chr21,16974700,16975235,536,*,7,2.0245159061450853,0.6382122067594578,1.927083442731601,0.2239876199026603,0.973418827475549,45512,45518,7,16974967,Hyper (ALS>Ctrl),FALSE
chr21,30770717,30771341,625,*,18,1.4841261065861173,0.5060515113560812,1.927026909496902,0.22400533950763124,0.973418827475549,145467,145484,18,30771029,Hyper (ALS>Ctrl),FALSE
chr21,14352680,14352901,222,*,4,0.6882590254842251,0.7460528439198765,1.9268130340890919,0.2240703113925247,0.973418827475549,26365,26368,4,14352790,Hyper (ALS>Ctrl),FALSE
chr21,26813803,26813947,145,*,5,0.3834814854337793,0.7775567696934262,1.926796874857012,0.2240703113925247,0.973418827475549,114802,114806,5,26813875,Hyper (ALS>Ctrl),FALSE
chr21,37814076,37814694,619,*,8,1.2268111156040185,0.40032777370381595,1.9267570759585544,0.22409393753248594,0.973418827475549,221363,221370,8,37814385,Hyper (ALS>Ctrl),FALSE
chr21,41347384,41347727,344,*,9,4.226061983767853,-1.0843719012721447,-1.9266291523681986,0.22414709634739877,0.973418827475549,257938,257946,9,41347555,Hypo (ALS<Ctrl),FALSE
chr21,9884874,9885582,709,*,6,0.890092327258171,0.6566097807014536,1.9265928139556678,0.2241589094173794,0.973418827475549,9376,9381,6,9885228,Hyper (ALS>Ctrl),FALSE
chr21,33128334,33128339,6,*,3,0.19462097667423028,-1.3889937426059213,-1.9264798024400025,0.22419434862732127,0.973418827475549,171492,171494,3,33128336,Hypo (ALS<Ctrl),FALSE
chr21,45071830,45072814,985,*,19,2.5282162539923556,0.3001496647275026,1.9261542809692882,0.2242947597221566,0.973418827475549,303781,303799,19,45072322,Hyper (ALS>Ctrl),FALSE
chr21,35770637,35770763,127,*,3,0.3153288402229277,-0.8293240769588772,-1.9261422214029982,0.2242947597221566,0.973418827475549,196878,196880,3,35770700,Hypo (ALS<Ctrl),FALSE
chr21,15020318,15020369,52,*,4,0.7281588847198432,0.5387977487018084,1.9257749794623416,0.22440698388697256,0.973418827475549,30756,30759,4,15020343,Hyper (ALS>Ctrl),FALSE
chr21,33094653,33094941,289,*,4,0.46059708333371163,-0.8778139774213765,-1.9257237010040436,0.22441289042196286,0.973418827475549,171019,171022,4,33094797,Hypo (ALS<Ctrl),FALSE
chr21,34665630,34666235,606,*,9,2.198245058233231,-0.5760684126278712,-1.9257142621436252,0.22441289042196286,0.973418827475549,186120,186128,9,34665932,Hypo (ALS<Ctrl),FALSE
chr21,45907579,45908105,527,*,5,0.5637064868334783,-0.7590407714336781,-1.9257026320442516,0.22441289042196286,0.973418827475549,314662,314666,5,45907842,Hypo (ALS<Ctrl),FALSE
chr21,18139728,18140757,1030,*,4,1.188171264486328,0.5514612528922467,1.9250710930783912,0.22458417993668195,0.973418827475549,52333,52336,4,18140242,Hyper (ALS>Ctrl),FALSE
chr21,43983636,43983858,223,*,7,1.1351060703057085,0.665639718541318,1.9250668425962212,0.22459599300666258,0.973418827475549,291079,291085,7,43983747,Hyper (ALS>Ctrl),FALSE
chr21,42397933,42398185,253,*,12,2.0675647226852196,0.5622312975342868,1.9250660911537008,0.22459599300666258,0.973418827475549,272853,272864,12,42398059,Hyper (ALS>Ctrl),FALSE
chr21,21864579,21865797,1219,*,14,1.9394374696271106,-0.5064001799133987,-1.925051930209302,0.22460189954165288,0.973418827475549,78586,78599,14,21865188,Hypo (ALS<Ctrl),FALSE
chr21,43974144,43975384,1241,*,15,1.6455359940717298,-0.34181386086387683,-1.9250086466655592,0.22460189954165288,0.973418827475549,290915,290929,15,43974764,Hypo (ALS<Ctrl),FALSE
chr21,10110353,10110410,58,*,3,0.90509034991287,0.789322912524703,1.9248052480899192,0.22469049756650758,0.973418827475549,10618,10620,3,10110381,Hyper (ALS>Ctrl),FALSE
chr21,38987910,38988127,218,*,4,0.7001366471081569,-0.7823837752407584,-1.9246074310257764,0.2247495629164107,0.973418827475549,233218,233221,4,38988018,Hypo (ALS<Ctrl),FALSE
chr21,29495334,29496386,1053,*,4,0.5044759666207045,0.5922086408172945,1.9245580049951336,0.22476728252138164,0.973418827475549,135532,135535,4,29495860,Hyper (ALS>Ctrl),FALSE
chr21,39911785,39911923,139,*,3,0.6964600281995927,0.6795149891369472,1.9243754854739366,0.2248381609412654,0.973418827475549,243664,243666,3,39911854,Hyper (ALS>Ctrl),FALSE
chr21,30716577,30717057,481,*,4,2.149025906931078,1.0845487711711908,1.9243500792287331,0.22484406747625574,0.973418827475549,145097,145100,4,30716817,Hyper (ALS>Ctrl),FALSE
chr21,40115529,40115596,68,*,3,0.28969665260240773,0.7469976842122178,1.9241104566048628,0.22495038510608137,0.973418827475549,245566,245568,3,40115562,Hyper (ALS>Ctrl),FALSE
chr21,23814155,23815066,912,*,8,1.8968476863788382,0.7089364892708526,1.9240354423246875,0.22497991778103293,0.973418827475549,90841,90848,8,23814610,Hyper (ALS>Ctrl),FALSE
chr21,39667850,39668854,1005,*,17,3.010878276823312,-0.5771174609361671,-1.9240181385400903,0.22499173085101357,0.973418827475549,241005,241021,17,39668352,Hypo (ALS<Ctrl),FALSE
chr21,40305762,40307633,1872,*,10,4.322391312449154,0.6771909939729641,1.9235743340924258,0.22512758115579076,0.973418827475549,247382,247391,10,40306697,Hyper (ALS>Ctrl),FALSE
chr21,41145626,41146025,400,*,5,0.5083608217136542,-0.8234365516701311,-1.923164006680801,0.22528705760052922,0.973418827475549,255406,255410,5,41145825,Hypo (ALS<Ctrl),FALSE
chr21,27559759,27560225,467,*,6,1.2633816460389549,-0.5443056970383117,-1.9229942435314102,0.22532840334546142,0.973418827475549,120541,120546,6,27559992,Hypo (ALS<Ctrl),FALSE
chr21,37691536,37691795,260,*,10,1.3243459378017834,0.441956767835215,1.9228714804480707,0.22538156216037425,0.973418827475549,220114,220123,10,37691665,Hyper (ALS>Ctrl),FALSE
chr21,31072165,31072418,254,*,4,1.5736180344928594,-1.0852955945096452,-1.9228466145883405,0.22539928176534518,0.973418827475549,147908,147911,4,31072291,Hypo (ALS<Ctrl),FALSE
chr21,45740851,45741412,562,*,5,0.48467975688303255,0.664093729260147,1.9228347321947494,0.22540518830033549,0.973418827475549,312288,312292,5,45741131,Hyper (ALS>Ctrl),FALSE
chr21,19722059,19722204,146,*,6,0.7543410024582619,-0.5693075644981046,-1.9217346552826855,0.22574186079478334,0.973418827475549,63157,63162,6,19722131,Hypo (ALS<Ctrl),FALSE
chr21,33132441,33132855,415,*,4,0.2617688212578223,0.7206926277748243,1.9215378456610464,0.22578320653971554,0.973418827475549,171562,171565,4,33132648,Hyper (ALS>Ctrl),FALSE
chr21,45866112,45867077,966,*,10,2.083374992021521,0.6918959156496304,1.9214778843531028,0.22581864574965743,0.973418827475549,313974,313983,10,45866594,Hyper (ALS>Ctrl),FALSE
chr21,23918462,23920095,1634,*,7,1.2326396425207609,0.6531516464950092,1.921092102864184,0.2259013372395218,0.973418827475549,91713,91719,7,23919278,Hyper (ALS>Ctrl),FALSE
chr21,29158296,29159023,728,*,8,0.6642233190775465,0.4262171875164471,1.9210681191132082,0.22590724377451213,0.973418827475549,132615,132622,8,29158659,Hyper (ALS>Ctrl),FALSE
chr21,44338007,44338161,155,*,4,1.8841045886256444,-1.237637892946318,-1.9206198863430872,0.22601356140433776,0.973418827475549,293988,293991,4,44338084,Hypo (ALS<Ctrl),FALSE
chr21,19191600,19192004,405,*,7,2.1360181828068514,-0.8558129840920441,-1.9203928690234462,0.2260785332892312,0.973418827475549,59538,59544,7,19191802,Hypo (ALS<Ctrl),FALSE
chr21,32995835,32996481,647,*,5,0.8575018241334948,0.49185200889804803,1.9202384316064205,0.22614350517412465,0.973418827475549,169953,169957,5,32996158,Hyper (ALS>Ctrl),FALSE
chr21,24974517,24974638,122,*,8,0.7250187221288359,0.633278774702448,1.9202324367036014,0.22614350517412465,0.973418827475549,99312,99319,8,24974577,Hyper (ALS>Ctrl),FALSE
chr21,10338505,10339040,536,*,9,0.9437358199676669,0.4717399318520759,1.9198203652096324,0.22625572933894061,0.973418827475549,11146,11154,9,10338772,Hyper (ALS>Ctrl),FALSE
chr21,30431580,30431591,12,*,3,0.6567521621870499,-1.0718843487944423,-1.919755821788902,0.22627935547890185,0.973418827475549,143045,143047,3,30431585,Hypo (ALS<Ctrl),FALSE
chr21,17459656,17461001,1346,*,10,0.979877916303443,-0.42813885918927724,-1.919421907630171,0.22641520578367907,0.973418827475549,47804,47813,10,17460328,Hypo (ALS<Ctrl),FALSE
chr21,21117313,21117791,479,*,3,0.8229047757922963,-0.811228732906945,-1.9192764713389898,0.22645064499362094,0.973418827475549,73496,73498,3,21117552,Hypo (ALS<Ctrl),FALSE
chr21,38311856,38311893,38,*,3,0.6665878944332154,1.1318282075005943,1.9190778750046646,0.22650380380853377,0.973418827475549,225657,225659,3,38311874,Hyper (ALS>Ctrl),FALSE
chr21,38807159,38807229,71,*,5,1.2585503532034805,-0.6814691881657158,-1.9188883112952306,0.22662784104333034,0.973418827475549,231234,231238,5,38807194,Hypo (ALS<Ctrl),FALSE
chr21,24452811,24453989,1179,*,6,1.345571312142939,-0.48413081374966527,-1.9188046494711077,0.2266928129282238,0.973418827475549,95447,95452,6,24453400,Hypo (ALS<Ctrl),FALSE
chr21,45266047,45266173,127,*,5,0.816718669593232,0.8036542130888451,1.9185766796700792,0.22675187827812693,0.973418827475549,306279,306283,5,45266110,Hyper (ALS>Ctrl),FALSE
chr21,30309401,30309930,530,*,12,4.87349042456842,-0.5316996076292517,-1.9185205945110473,0.22676369134810756,0.973418827475549,142177,142188,12,30309665,Hypo (ALS<Ctrl),FALSE
chr21,19306508,19307528,1021,*,10,1.3211038007486238,0.4369607659700701,1.9183681312068253,0.22681685016302036,0.973418827475549,60385,60394,10,19307018,Hyper (ALS>Ctrl),FALSE
chr21,21395290,21395785,496,*,6,0.7393819929519562,-0.7599747262113411,-1.9182196666422018,0.22684638283797193,0.973418827475549,75524,75529,6,21395537,Hypo (ALS<Ctrl),FALSE
chr21,42435558,42436349,792,*,3,0.27795555436498925,0.3892512330027263,1.9181321077163547,0.22686410244294286,0.973418827475549,273310,273312,3,42435953,Hyper (ALS>Ctrl),FALSE
chr21,44727097,44728116,1020,*,6,0.6939717894618725,-0.45043380283481677,-1.9180747111641951,0.2268700089779332,0.973418827475549,298913,298918,6,44727606,Hypo (ALS<Ctrl),FALSE
chr21,38357317,38357635,319,*,5,1.5903846743372858,0.7478251431750012,1.9179730691978114,0.22690544818787506,0.973418827475549,226115,226119,5,38357476,Hyper (ALS>Ctrl),FALSE
chr21,35780279,35780463,185,*,4,0.4852813631546222,0.6627330018730524,1.91758475608068,0.2270531115626329,0.973418827475549,196946,196949,4,35780371,Hyper (ALS>Ctrl),FALSE
chr21,43685513,43685638,126,*,8,2.5155510426538896,-0.9080603936855693,-1.9173771173543768,0.22708264423758445,0.973418827475549,286076,286083,8,43685575,Hypo (ALS<Ctrl),FALSE
chr21,42051709,42052350,642,*,18,2.503705749977043,-0.9006445363460982,-1.917288605434907,0.22709445730756508,0.973418827475549,267907,267924,18,42052029,Hypo (ALS<Ctrl),FALSE
chr21,18749594,18749677,84,*,4,2.059938128074312,1.1971770678045874,1.916917057497619,0.22716533572744885,0.973418827475549,56564,56567,4,18749635,Hyper (ALS>Ctrl),FALSE
chr21,31063349,31064022,674,*,12,4.1490647628715,-0.617258371784605,-1.9166978144458462,0.22725393375230354,0.973418827475549,147836,147847,12,31063685,Hypo (ALS<Ctrl),FALSE
chr21,18650850,18650985,136,*,3,0.931605705668197,-1.4349968054305438,-1.9165146211021913,0.22728937296224544,0.973418827475549,56033,56035,3,18650917,Hypo (ALS<Ctrl),FALSE
chr21,36679066,36679380,315,*,6,0.45556459479600353,0.7012779841149911,1.9163588676062622,0.22734253177715824,0.973418827475549,207990,207995,6,36679223,Hyper (ALS>Ctrl),FALSE
chr21,34243881,34244617,737,*,6,2.0166676463007245,-0.8278931296602748,-1.9163460965048316,0.22734253177715824,0.973418827475549,183076,183081,6,34244249,Hypo (ALS<Ctrl),FALSE
chr21,22694562,22694652,91,*,3,1.1809201498568171,0.992011035723704,1.9157902291216988,0.22744294287199357,0.973418827475549,83044,83046,3,22694607,Hyper (ALS>Ctrl),FALSE
chr21,23036873,23037680,808,*,5,0.6780825084711647,0.7909019695079914,1.9157790305821947,0.22744294287199357,0.973418827475549,85297,85301,5,23037276,Hyper (ALS>Ctrl),FALSE
chr21,46482844,46483651,808,*,6,1.0118725999559388,-0.6170907589803324,-1.9156932160250932,0.2274606624769645,0.973418827475549,321529,321534,6,46483247,Hypo (ALS<Ctrl),FALSE
chr21,18543692,18544036,345,*,5,2.519346406956204,0.9526217308368687,1.9156748478186056,0.22746656901195483,0.973418827475549,55360,55364,5,18543864,Hyper (ALS>Ctrl),FALSE
chr21,20414664,20415932,1269,*,7,4.086851804663131,-1.0541002851382275,-1.9155396736721537,0.2275433539668289,0.973418827475549,68117,68123,7,20415298,Hypo (ALS<Ctrl),FALSE
chr21,14744802,14745235,434,*,3,1.2744088549950405,1.2011627016271598,1.9155355850756457,0.2275492605018192,0.973418827475549,28747,28749,3,14745018,Hyper (ALS>Ctrl),FALSE
chr21,34244886,34245711,826,*,6,1.0621219706082383,0.6713486314768059,1.9153440918222135,0.22762013892170296,0.973418827475549,183085,183090,6,34245298,Hyper (ALS>Ctrl),FALSE
chr21,33399369,33399456,88,*,3,0.6594363259612092,-0.642573834020574,-1.9152384743376718,0.22766148466663516,0.973418827475549,174558,174560,3,33399412,Hypo (ALS<Ctrl),FALSE
chr21,21210001,21210310,310,*,5,1.1278176345913722,-0.6100394284626867,-1.915233888398058,0.22766148466663516,0.973418827475549,74246,74250,5,21210155,Hypo (ALS<Ctrl),FALSE
chr21,31178039,31178601,563,*,11,2.1994316010510224,0.7907282059929805,1.9150789804153112,0.22772645655152862,0.973418827475549,149247,149257,11,31178320,Hyper (ALS>Ctrl),FALSE
chr21,32646128,32646324,197,*,3,0.5179630799090774,-0.9759867606112012,-1.914879964189043,0.22779733497141236,0.973418827475549,167250,167252,3,32646226,Hypo (ALS<Ctrl),FALSE
chr21,13869693,13870068,376,*,3,0.3843777279863858,1.141096660643472,1.9148542155126762,0.22785640032131552,0.973418827475549,22985,22987,3,13869880,Hyper (ALS>Ctrl),FALSE
chr21,20494658,20496546,1889,*,5,0.819376626283002,-0.6951066093782325,-1.9148195051910877,0.22791546567121865,0.973418827475549,68702,68706,5,20495602,Hypo (ALS<Ctrl),FALSE
chr21,26665776,26666239,464,*,6,0.9938841554179044,0.8510637266105472,1.9147700312755078,0.22793318527618958,0.973418827475549,113500,113505,6,26666007,Hyper (ALS>Ctrl),FALSE
chr21,37289797,37290140,344,*,6,1.0996264432559608,-0.4397976192970467,-1.9147366170144697,0.22795090488116052,0.973418827475549,215941,215946,6,37289968,Hypo (ALS<Ctrl),FALSE
chr21,35908105,35908556,452,*,9,1.0741640626964468,-0.2416263439652239,-1.9146988137626735,0.22795681141615082,0.973418827475549,198126,198134,9,35908330,Hypo (ALS<Ctrl),FALSE
chr21,17403636,17403835,200,*,3,0.46350284436905786,0.8897724672755322,1.9146732441482073,0.22796862448613145,0.973418827475549,47183,47185,3,17403735,Hyper (ALS>Ctrl),FALSE
chr21,23816401,23818566,2166,*,12,2.5669503555201416,-0.6014820941352926,-1.914621018109073,0.22798043755611208,0.973418827475549,90854,90865,12,23817483,Hypo (ALS<Ctrl),FALSE
chr21,41036640,41037119,480,*,7,0.951221010242062,-0.6214901455440467,-1.9143334668923342,0.22805722251098615,0.973418827475549,254152,254158,7,41036879,Hypo (ALS<Ctrl),FALSE
chr21,26947527,26948410,884,*,12,1.6858059147787707,-0.5293956303931832,-1.914237747751724,0.2280749421159571,0.973418827475549,115980,115991,12,26947968,Hypo (ALS<Ctrl),FALSE
chr21,41885093,41885286,194,*,10,1.985804623872284,-0.8345633426379374,-1.9137102421812486,0.22827576430562774,0.973418827475549,265481,265490,10,41885189,Hypo (ALS<Ctrl),FALSE
chr21,28772960,28775502,2543,*,14,4.361520555779323,-0.4996970068016529,-1.9136799889905045,0.228299390445589,0.973418827475549,128955,128968,14,28774231,Hypo (ALS<Ctrl),FALSE
chr21,21813162,21813294,133,*,7,4.600899591934669,1.2132465235969419,1.9133595183327496,0.22839980154042433,0.973418827475549,78246,78252,7,21813228,Hyper (ALS>Ctrl),FALSE
chr21,43765628,43766366,739,*,16,2.462967890374667,0.41507801552154283,1.9132561933103478,0.2284293342153759,0.973418827475549,287419,287434,16,43765997,Hyper (ALS>Ctrl),FALSE
chr21,39201171,39201720,550,*,5,1.204668795557696,-0.6998003739997445,-1.9127763499671098,0.22858881066011436,0.973418827475549,235641,235645,5,39201445,Hypo (ALS<Ctrl),FALSE
chr21,18155737,18156095,359,*,4,0.34044389854849283,-0.7636947162777445,-1.9127737856171458,0.22858881066011436,0.973418827475549,52473,52476,4,18155916,Hypo (ALS<Ctrl),FALSE
chr21,36579006,36579335,330,*,4,0.401839244170601,0.8924257421892116,1.9124565573771115,0.22867150214997875,0.973418827475549,206867,206870,4,36579170,Hyper (ALS>Ctrl),FALSE
chr21,16475903,16476364,462,*,8,0.9563821836420999,-0.5827740868902719,-1.9124276288970568,0.22868331521995935,0.973418827475549,41957,41964,8,16476133,Hypo (ALS<Ctrl),FALSE
chr21,33266076,33267348,1273,*,14,1.658207318176526,0.5698582572479834,1.9121509631945182,0.22878372631479468,0.973418827475549,173075,173088,14,33266712,Hyper (ALS>Ctrl),FALSE
chr21,30934052,30934291,240,*,3,0.42686276362094544,1.1860777744691546,1.9120768028534116,0.22881325898974625,0.973418827475549,146757,146759,3,30934171,Hyper (ALS>Ctrl),FALSE
chr21,25286184,25286499,316,*,5,0.4923924990180177,-0.7517266586620059,-1.911943174981988,0.22886051126966875,0.973418827475549,101456,101460,5,25286341,Hypo (ALS<Ctrl),FALSE
chr21,26235820,26236330,511,*,4,0.9489489711624066,-0.5118709548300205,-1.9118040696839016,0.2288782308746397,0.973418827475549,110212,110215,4,26236075,Hypo (ALS<Ctrl),FALSE
chr21,38613285,38614253,969,*,10,1.4124693930265393,-0.5007204278171441,-1.911784637101796,0.2288782308746397,0.973418827475549,228948,228957,10,38613769,Hypo (ALS<Ctrl),FALSE
chr21,38389720,38389928,209,*,3,0.7318071665794974,-1.2650213450720924,-1.9117248659391382,0.22890776354959128,0.973418827475549,226382,226384,3,38389824,Hypo (ALS<Ctrl),FALSE
chr21,43930563,43931426,864,*,10,2.5810148671821307,0.6849685561978052,1.9116546846736884,0.22895501582951377,0.973418827475549,290137,290146,10,43930994,Hyper (ALS>Ctrl),FALSE
chr21,38277776,38279174,1399,*,12,2.0677954990625813,0.49431433214667575,1.9116386357546051,0.22895501582951377,0.973418827475549,225284,225295,12,38278475,Hyper (ALS>Ctrl),FALSE
chr21,25082203,25082349,147,*,6,0.819862668287638,0.7102138403581736,1.9115226006072392,0.22902589424939754,0.973418827475549,100121,100126,6,25082276,Hyper (ALS>Ctrl),FALSE
chr21,18131072,18132160,1089,*,5,1.2366225968254245,0.7222777446867283,1.9113912158013002,0.2290554269243491,0.973418827475549,52278,52282,5,18131616,Hyper (ALS>Ctrl),FALSE
chr21,23744072,23744189,118,*,3,0.9293131462903634,0.7679930698389906,1.9111168182319775,0.2291381184142135,0.973418827475549,90227,90229,3,23744130,Hyper (ALS>Ctrl),FALSE
chr21,25615341,25616198,858,*,7,1.1464640231277903,-0.5129990843968266,-1.9106552258363483,0.229279875253981,0.973418827475549,103745,103751,7,25615769,Hypo (ALS<Ctrl),FALSE
chr21,36338966,36339142,177,*,4,0.22859840331510517,0.777759894701555,1.9104467356805517,0.22932712753390352,0.973418827475549,203526,203529,4,36339054,Hyper (ALS>Ctrl),FALSE
chr21,15895648,15896286,639,*,4,1.1020885145808323,0.8116654620469218,1.9102025378611667,0.22943344516372915,0.973418827475549,37549,37552,4,15895967,Hyper (ALS>Ctrl),FALSE
chr21,38491526,38492727,1202,*,7,2.7172979776160218,-0.741993887324295,-1.9098465508116795,0.22953385625856448,0.973418827475549,227620,227626,7,38492126,Hypo (ALS<Ctrl),FALSE
chr21,31862979,31863466,488,*,5,1.0105534958002258,0.9022663186047454,1.9096950511808513,0.22958110853848698,0.973418827475549,157745,157749,5,31863222,Hyper (ALS>Ctrl),FALSE
chr21,35504258,35504381,124,*,3,0.40592826127982384,-1.4043095309782,-1.9096160082517812,0.22961654774842885,0.973418827475549,194374,194376,3,35504319,Hypo (ALS<Ctrl),FALSE
chr21,21643186,21643685,500,*,4,2.473634887957612,-1.1017485002907155,-1.909584150730881,0.22962245428341918,0.973418827475549,77091,77094,4,21643435,Hypo (ALS<Ctrl),FALSE
chr21,33957839,33958477,639,*,4,0.7111387422064582,-0.7987676624504303,-1.9090909090909087,0.2297760241931673,0.973418827475549,180027,180030,4,33958158,Hypo (ALS<Ctrl),FALSE
chr21,21118965,21119238,274,*,4,1.4349866698791889,-0.9397266617063887,-1.9090909090909085,0.2297760241931673,0.973418827475549,73506,73509,4,21119101,Hypo (ALS<Ctrl),FALSE
chr21,42448876,42449914,1039,*,19,1.9396172040203985,0.5022749163719906,1.909083455439806,0.2297760241931673,0.973418827475549,273484,273502,19,42449395,Hyper (ALS>Ctrl),FALSE
chr21,31473836,31474060,225,*,4,0.6469287308462254,0.7988194777008751,1.9089778183302228,0.22978783726314794,0.973418827475549,153181,153184,4,31473948,Hyper (ALS>Ctrl),FALSE
chr21,39460521,39460689,169,*,8,0.6782399232318335,0.6564332744031529,1.9088824013277057,0.22982918300808014,0.973418827475549,238750,238757,8,39460605,Hyper (ALS>Ctrl),FALSE
chr21,32105958,32106215,258,*,3,1.2593618676252152,-1.4042781061293281,-1.9087810850936429,0.2298528091480414,0.973418827475549,160598,160600,3,32106086,Hypo (ALS<Ctrl),FALSE
chr21,44848840,44849055,216,*,9,1.9075652622208408,0.8614198360269821,1.908749189663807,0.22987643528800264,0.973418827475549,300544,300552,9,44848947,Hyper (ALS>Ctrl),FALSE
chr21,40482935,40483102,168,*,4,0.42795735549464364,-1.067259380725746,-1.908538832691778,0.22995912677786703,0.973418827475549,249104,249107,4,40483018,Hypo (ALS<Ctrl),FALSE
chr21,38239671,38240876,1206,*,6,1.659531554867463,-1.1059568017641461,-1.9084252563579662,0.23000637905778953,0.973418827475549,224934,224939,6,38240273,Hypo (ALS<Ctrl),FALSE
chr21,40361416,40361719,304,*,5,0.7174006441607313,0.9780828520936626,1.9081852946351041,0.23010679015262486,0.973418827475549,247969,247973,5,40361567,Hyper (ALS>Ctrl),FALSE
chr21,43906471,43906531,61,*,3,0.4962083106170738,1.2001070434408063,1.908103644603915,0.23013632282757643,0.973418827475549,289686,289688,3,43906501,Hyper (ALS>Ctrl),FALSE
chr21,30889320,30891072,1753,*,28,3.86813796002417,-0.3365222866892086,-1.9078712114962333,0.230165855502528,0.973418827475549,146397,146424,28,30890196,Hypo (ALS<Ctrl),FALSE
chr21,26087890,26088088,199,*,4,1.1734152614562032,0.7593891408199811,1.907847790284766,0.23017176203751832,0.973418827475549,108678,108681,4,26087989,Hyper (ALS>Ctrl),FALSE
chr21,16635598,16636748,1151,*,14,2.387690297392844,-0.5142879139112585,-1.9076173327857948,0.2302544535273827,0.973418827475549,43305,43318,14,16636173,Hypo (ALS<Ctrl),FALSE
